T          V        N   RS       MinV       MaxV
1355298956 1.798050 002 3.596200 1.798050 1.798150
1355298967 1.798150 003 5.394350 1.798050 1.798150
1355299026 1.798350 002 3.596500 1.798150 1.798350
1355299048 1.798450 002 3.596800 1.798350 1.798450
1355299048 1.798550 003 5.395350 1.798350 1.798550
1355299050 1.798650 004 7.194000 1.798350 1.798650
1355299071 1.798750 005 8.992750 1.798350 1.798750
1355299106 1.798650 005 8.993050 1.798450 1.798750
1355299111 1.798550 003 5.395950 1.798550 1.798750
1355299139 1.798350 003 5.395550 1.798350 1.798650
1355299164 1.798250 004 7.193800 1.798250 1.798650
1355299173 1.798150 003 5.394750 1.798150 1.798350
1355299195 1.798350 004 7.193100 1.798150 1.798350
1355299200 1.798250 004 7.193000 1.798150 1.798350
1355299235 1.798450 003 5.395050 1.798250 1.798450
1355299235 1.798350 004 7.193400 1.798250 1.798450
1355299254 1.798450 005 8.991850 1.798250 1.798450
1355299255 1.798250 005 8.991750 1.798250 1.798450
1355299255 1.798350 006 10.790100 1.798250 1.798450
1355299297 1.798250 004 7.193300 1.798250 1.798450
1355299350 1.798150 002 3.596400 1.798150 1.798250
1355299394 1.798450 002 3.596600 1.798150 1.798450
1355299434 1.798850 002 3.597300 1.798450 1.798850
1355299435 1.798750 003 5.396050 1.798450 1.798850
1355299436 1.798650 004 7.194700 1.798450 1.798850
1355299482 1.798550 004 7.194800 1.798550 1.798850
1355299503 1.798450 002 3.597000 1.798450 1.798550
1355299503 1.798550 003 5.395550 1.798450 1.798550
1355299533 1.798350 004 7.193900 1.798350 1.798550
1355299533 1.798450 005 8.992350 1.798350 1.798550
1355299580 1.798350 003 5.395150 1.798350 1.798450
1355299640 1.797950 001 1.797950 1.797950 1.797950
1355299667 1.797850 002 3.595800 1.797850 1.797950
1355299667 1.797950 003 5.393750 1.797850 1.797950
1355299713 1.797750 003 5.393550 1.797750 1.797950
1355299736 1.797950 002 3.595700 1.797750 1.797950
1355299737 1.798150 003 5.393850 1.797750 1.798150
1355299737 1.798050 004 7.191900 1.797750 1.798150
1355299745 1.797950 005 8.989850 1.797750 1.798150
1355299746 1.797850 006 10.787700 1.797750 1.798150
1355299746 1.797950 007 12.585650 1.797750 1.798150
1355299855 1.797850 001 1.797850 1.797850 1.797850
1355299872 1.797950 002 3.595800 1.797850 1.797950
1355299889 1.797850 003 5.393650 1.797850 1.797950
1355299896 1.797750 004 7.191400 1.797750 1.797950
1355299896 1.797650 005 8.989050 1.797650 1.797950
1355299902 1.797750 006 10.786800 1.797650 1.797950
1355299908 1.797550 007 12.584350 1.797550 1.797950
1355299922 1.797650 007 12.584150 1.797550 1.797950
1355299947 1.797550 007 12.583750 1.797550 1.797850
1355299981 1.797650 003 5.392850 1.797550 1.797650
1355299990 1.797750 003 5.392950 1.797550 1.797750
1355300046 1.797650 002 3.595400 1.797650 1.797750
1355300046 1.797750 003 5.393150 1.797650 1.797750
1355300087 1.797850 003 5.393250 1.797650 1.797850
1355300120 1.797750 002 3.595600 1.797750 1.797850
1355300205 1.797650 001 1.797650 1.797650 1.797650
1355300205 1.797550 002 3.595200 1.797550 1.797650
1355300268 1.797450 001 1.797450 1.797450 1.797450
1355300310 1.797550 002 3.595000 1.797450 1.797550
1355300311 1.797350 003 5.392350 1.797350 1.797550
1355300322 1.797450 004 7.189800 1.797350 1.797550
1355300323 1.797350 005 8.987150 1.797350 1.797550
1355300342 1.797450 005 8.987150 1.797350 1.797550
1355300355 1.797250 006 10.784400 1.797250 1.797550
1355300363 1.797050 007 12.581450 1.797050 1.797550
1355300370 1.796950 007 12.580850 1.796950 1.797450
1355300371 1.797050 007 12.580550 1.796950 1.797450
1355300383 1.796950 006 10.782700 1.796950 1.797450
1355300389 1.796750 007 12.579450 1.796750 1.797450
1355300402 1.796550 007 12.578550 1.796550 1.797250
1355300418 1.796650 007 12.577950 1.796550 1.797050
1355300426 1.796550 007 12.577450 1.796550 1.797050
1355300427 1.796650 008 14.374100 1.796550 1.797050
1355300456 1.796250 005 8.982650 1.796250 1.796650
1355300457 1.796350 006 10.779000 1.796250 1.796650
1355300485 1.796250 005 8.982050 1.796250 1.796650
1355300493 1.796150 004 7.185000 1.796150 1.796350
1355300498 1.795950 005 8.980950 1.795950 1.796350
1355300521 1.795450 004 7.183800 1.795450 1.796250
1355300527 1.794950 005 8.978750 1.794950 1.796250
1355300529 1.794750 006 10.773500 1.794750 1.796250
1355300532 1.794950 007 12.568450 1.794750 1.796250
1355300558 1.795050 005 8.975150 1.794750 1.795450
1355300561 1.795150 006 10.770300 1.794750 1.795450
1355300564 1.795250 007 12.565550 1.794750 1.795450
1355300598 1.795450 004 7.180900 1.795050 1.795450
1355300599 1.795550 005 8.976450 1.795050 1.795550
1355300603 1.795450 006 10.771900 1.795050 1.795550
1355300606 1.795350 007 12.567250 1.795050 1.795550
1355300606 1.795450 008 14.362700 1.795050 1.795550
1355300607 1.795350 009 16.158050 1.795050 1.795550
1355300621 1.795150 008 14.363000 1.795150 1.795550
1355300625 1.795050 008 14.362800 1.795050 1.795550
1355300633 1.795350 009 16.158150 1.795050 1.795550
1355300639 1.795450 010 17.953600 1.795050 1.795550
1355300646 1.795550 011 19.749150 1.795050 1.795550
1355300654 1.795350 012 21.544500 1.795050 1.795550
1355300659 1.795250 011 19.748750 1.795050 1.795550
1355300664 1.795150 011 19.748450 1.795050 1.795550
1355300689 1.794850 007 12.566950 1.794850 1.795550
1355300689 1.794750 008 14.361700 1.794750 1.795550
1355300693 1.794450 008 14.360800 1.794450 1.795550
1355300698 1.794150 009 16.154950 1.794150 1.795550
1355300699 1.794250 009 16.153750 1.794150 1.795550
1355300723 1.794550 007 12.562150 1.794150 1.795150
1355300727 1.794450 007 12.561450 1.794150 1.794850
1355300735 1.794150 008 14.355600 1.794150 1.794850
1355300737 1.794050 009 16.149650 1.794050 1.794850
1355300751 1.794150 008 14.354200 1.794050 1.794550
1355300752 1.794250 009 16.148450 1.794050 1.794550
1355300760 1.794150 007 12.559750 1.794050 1.794550
1355300774 1.794450 008 14.354200 1.794050 1.794550
1355300778 1.794350 009 16.148550 1.794050 1.794550
1355300778 1.794250 010 17.942800 1.794050 1.794550
1355300778 1.794450 011 19.737250 1.794050 1.794550
1355300792 1.794350 010 17.942600 1.794050 1.794450
1355300799 1.794450 009 16.148850 1.794150 1.794450
1355300804 1.794550 010 17.943400 1.794150 1.794550
1355300811 1.794450 010 17.943700 1.794150 1.794550
1355300812 1.794550 010 17.944000 1.794150 1.794550
1355300821 1.794450 010 17.944300 1.794250 1.794550
1355300821 1.794550 011 19.738850 1.794250 1.794550
1355300826 1.794450 012 21.533300 1.794250 1.794550
1355300831 1.794550 013 23.327850 1.794250 1.794550
1355300861 1.794750 008 14.356300 1.794450 1.794750
1355300877 1.794850 006 10.767600 1.794450 1.794850
1355300878 1.794950 007 12.562550 1.794450 1.794950
1355300887 1.795150 005 8.974250 1.794550 1.795150
1355300888 1.795250 006 10.769500 1.794550 1.795250
1355300918 1.795350 006 10.770300 1.794750 1.795350
1355300921 1.795450 006 10.771000 1.794850 1.795450
1355300927 1.795350 007 12.566350 1.794850 1.795450
1355300928 1.795250 008 14.361600 1.794850 1.795450
1355300951 1.795350 005 8.976750 1.795250 1.795450
1355300969 1.795650 006 10.772400 1.795250 1.795650
1355300970 1.795550 007 12.567950 1.795250 1.795650
1355300997 1.795650 004 7.182200 1.795350 1.795650
1355301005 1.795750 005 8.977950 1.795350 1.795750
1355301005 1.795950 006 10.773900 1.795350 1.795950
1355301031 1.795750 004 7.183100 1.795650 1.795950
1355301032 1.795650 005 8.978750 1.795650 1.795950
1355301050 1.795850 006 10.774600 1.795650 1.795950
1355301091 1.795750 003 5.387250 1.795650 1.795850
1355301099 1.795650 003 5.387250 1.795650 1.795850
1355301100 1.795750 004 7.183000 1.795650 1.795850
1355301100 1.795550 005 8.978550 1.795550 1.795850
1355301110 1.795750 005 8.978450 1.795550 1.795750
1355301111 1.795350 006 10.773800 1.795350 1.795750
1355301133 1.795950 007 12.569750 1.795350 1.795950
1355301137 1.795850 008 14.365600 1.795350 1.795950
1355301138 1.795650 009 16.161250 1.795350 1.795950
1355301141 1.795750 010 17.957000 1.795350 1.795950
1355301173 1.795950 005 8.979150 1.795650 1.795950
1355301173 1.795850 006 10.775000 1.795650 1.795950
1355301174 1.795950 007 12.570950 1.795650 1.795950
1355301197 1.795850 006 10.775000 1.795650 1.795950
1355301209 1.795750 005 8.979350 1.795750 1.795950
1355301237 1.795850 003 5.387450 1.795750 1.795850
1355301238 1.795950 004 7.183400 1.795750 1.795950
1355301238 1.795850 005 8.979250 1.795750 1.795950
1355301242 1.795750 006 10.775000 1.795750 1.795950
1355301271 1.795550 005 8.978950 1.795550 1.795950
1355301271 1.795650 006 10.774600 1.795550 1.795950
1355301286 1.795750 007 12.570350 1.795550 1.795950
1355301294 1.795850 008 14.366200 1.795550 1.795950
1355301306 1.795750 005 8.978550 1.795550 1.795850
1355301313 1.796050 006 10.774600 1.795550 1.796050
1355301313 1.796150 007 12.570750 1.795550 1.796150
1355301324 1.796250 008 14.367000 1.795550 1.796250
1355301328 1.795950 009 16.162950 1.795550 1.796250
1355301356 1.795850 006 10.776000 1.795750 1.796250
1355301371 1.795750 006 10.776000 1.795750 1.796250
1355301382 1.795550 005 8.979350 1.795550 1.796250
1355301382 1.795350 006 10.774700 1.795350 1.796250
1355301402 1.795450 005 8.977950 1.795350 1.795850
1355301426 1.795650 005 8.977750 1.795350 1.795750
1355301440 1.795750 005 8.977750 1.795350 1.795750
1355301458 1.795850 004 7.182700 1.795450 1.795850
1355301460 1.795750 005 8.978450 1.795450 1.795850
1355301479 1.795850 005 8.978850 1.795650 1.795850
1355301480 1.795950 006 10.774800 1.795650 1.795950
1355301507 1.796050 005 8.979450 1.795750 1.796050
1355301507 1.795950 006 10.775400 1.795750 1.796050
1355301507 1.795850 007 12.571250 1.795750 1.796050
1355301516 1.795750 008 14.367000 1.795750 1.796050
1355301539 1.795550 006 10.775100 1.795550 1.796050
1355301597 1.795750 002 3.591300 1.795550 1.795750
1355301607 1.795650 002 3.591400 1.795650 1.795750
1355301626 1.795750 003 5.387150 1.795650 1.795750
1355301627 1.795650 004 7.182800 1.795650 1.795750
1355301646 1.795550 005 8.978350 1.795550 1.795750
1355301649 1.795650 006 10.774000 1.795550 1.795750
1355301659 1.795850 006 10.774100 1.795550 1.795850
1355301667 1.795750 006 10.774200 1.795550 1.795850
1355301732 1.795850 001 1.795850 1.795850 1.795850
1355301740 1.795750 002 3.591600 1.795750 1.795850
1355301756 1.795650 003 5.387250 1.795650 1.795850
1355301759 1.795750 004 7.183000 1.795650 1.795850
1355301788 1.795850 005 8.978850 1.795650 1.795850
1355301820 1.795650 002 3.591500 1.795650 1.795850
1355301837 1.795450 003 5.386950 1.795450 1.795850
1355301844 1.795350 004 7.182300 1.795350 1.795850
1355301853 1.795450 004 7.181900 1.795350 1.795650
1355301861 1.795350 005 8.977250 1.795350 1.795650
1355301872 1.795450 006 10.772700 1.795350 1.795650
1355301903 1.795650 005 8.977250 1.795350 1.795650
1355301910 1.795350 005 8.977250 1.795350 1.795650
1355301921 1.795550 004 7.182000 1.795350 1.795650
1355301941 1.795350 004 7.181900 1.795350 1.795650
1355301949 1.795450 005 8.977350 1.795350 1.795650
1355301951 1.795350 006 10.772700 1.795350 1.795650
1355301956 1.795550 007 12.568250 1.795350 1.795650
1355302023 1.795350 001 1.795350 1.795350 1.795350
1355302063 1.795250 002 3.590600 1.795250 1.795350
1355302090 1.795050 002 3.590300 1.795050 1.795250
1355302178 1.794950 001 1.794950 1.794950 1.794950
1355302185 1.795050 002 3.590000 1.794950 1.795050
1355302215 1.794950 003 5.384950 1.794950 1.795050
1355302216 1.794850 004 7.179800 1.794850 1.795050
1355302218 1.794950 005 8.974750 1.794850 1.795050
1355302228 1.794850 006 10.769600 1.794850 1.795050
1355302250 1.794750 005 8.974350 1.794750 1.794950
1355302279 1.794850 003 5.384450 1.794750 1.794850
1355302295 1.794750 003 5.384350 1.794750 1.794850
1355302331 1.794650 003 5.384250 1.794650 1.794850
1355302343 1.794750 003 5.384150 1.794650 1.794750
1355302365 1.795050 003 5.384450 1.794650 1.795050
1355302386 1.795150 004 7.179600 1.794650 1.795150
1355302390 1.795350 005 8.974950 1.794650 1.795350
1355302404 1.795250 004 7.180800 1.795050 1.795350
1355302408 1.795050 005 8.975850 1.795050 1.795350
1355302408 1.795150 006 10.771000 1.795050 1.795350
1355302426 1.795250 006 10.771200 1.795050 1.795350
1355302433 1.795050 007 12.566250 1.795050 1.795350
1355302433 1.795250 008 14.361500 1.795050 1.795350
1355302441 1.795350 009 16.156850 1.795050 1.795350
1355302442 1.795250 010 17.952100 1.795050 1.795350
1355302450 1.795150 009 16.156750 1.795050 1.795350
1355302455 1.795250 010 17.952000 1.795050 1.795350
1355302469 1.795150 008 14.361700 1.795050 1.795350
1355302477 1.795250 009 16.156950 1.795050 1.795350
1355302496 1.795150 007 12.566550 1.795150 1.795350
1355302527 1.795250 004 7.180800 1.795150 1.795250
1355302556 1.795050 002 3.590300 1.795050 1.795250
1355302561 1.795150 003 5.385450 1.795050 1.795250
1355302570 1.795050 004 7.180500 1.795050 1.795250
1355302570 1.795150 005 8.975650 1.795050 1.795250
1355302576 1.795050 006 10.770700 1.795050 1.795250
1355302587 1.794950 006 10.770400 1.794950 1.795150
1355302609 1.794750 007 12.565150 1.794750 1.795150
1355302624 1.794950 006 10.769900 1.794750 1.795150
1355302636 1.794750 004 7.179400 1.794750 1.794950
1355302640 1.794650 005 8.974050 1.794650 1.794950
1355302647 1.794750 005 8.973850 1.794650 1.794950
1355302647 1.794550 006 10.768400 1.794550 1.794950
1355302647 1.794650 007 12.563050 1.794550 1.794950
1355302654 1.794750 008 14.357800 1.794550 1.794950
1355302663 1.794550 009 16.152350 1.794550 1.794950
1355302690 1.794650 008 14.357300 1.794550 1.794750
1355302691 1.794450 009 16.151750 1.794450 1.794750
1355302698 1.794550 009 16.151550 1.794450 1.794750
1355302717 1.794650 005 8.972850 1.794450 1.794650
1355302719 1.794550 006 10.767400 1.794450 1.794650
1355302719 1.794450 007 12.561850 1.794450 1.794650
1355302734 1.794650 007 12.561950 1.794450 1.794650
1355302771 1.794550 005 8.972850 1.794450 1.794650
1355302781 1.794650 003 5.383850 1.794550 1.794650
1355302784 1.794550 004 7.178400 1.794550 1.794650
1355302785 1.794650 005 8.973050 1.794550 1.794650
1355302802 1.794550 005 8.972950 1.794550 1.794650
1355302809 1.794650 006 10.767600 1.794550 1.794650
1355302813 1.794550 007 12.562150 1.794550 1.794650
1355302813 1.794450 008 14.356600 1.794450 1.794650
1355302819 1.794550 009 16.151150 1.794450 1.794650
1355302819 1.794650 010 17.945800 1.794450 1.794650
1355302820 1.794550 011 19.740350 1.794450 1.794650
1355302864 1.794450 007 12.561850 1.794450 1.794650
1355302869 1.794550 007 12.561750 1.794450 1.794650
1355302888 1.794650 003 5.383650 1.794450 1.794650
1355302913 1.794750 004 7.178400 1.794450 1.794750
1355302930 1.794850 003 5.384250 1.794650 1.794850
1355302996 1.794750 001 1.794750 1.794750 1.794750
1355302999 1.794950 002 3.589700 1.794750 1.794950
1355303007 1.795350 003 5.385050 1.794750 1.795350
1355303014 1.795050 004 7.180100 1.794750 1.795350
1355303018 1.795150 005 8.975250 1.794750 1.795350
1355303019 1.795250 006 10.770500 1.794750 1.795350
1355303052 1.795150 007 12.565650 1.794750 1.795350
1355303053 1.795050 008 14.360700 1.794750 1.795350
1355303057 1.795250 008 14.361200 1.794950 1.795350
1355303057 1.794950 009 16.156150 1.794950 1.795350
1355303064 1.795250 009 16.156450 1.794950 1.795350
1355303065 1.795150 010 17.951600 1.794950 1.795350
1355303069 1.795250 010 17.951500 1.794950 1.795250
1355303144 1.795350 001 1.795350 1.795350 1.795350
1355303155 1.795150 002 3.590500 1.795150 1.795350
1355303208 1.795250 002 3.590400 1.795150 1.795250
1355303210 1.795150 003 5.385550 1.795150 1.795250
1355303261 1.795350 003 5.385750 1.795150 1.795350
1355303271 1.795250 002 3.590600 1.795250 1.795350
1355303285 1.795350 003 5.385950 1.795250 1.795350
1355303290 1.795250 004 7.181200 1.795250 1.795350
1355303290 1.795350 005 8.976550 1.795250 1.795350
1355303331 1.795450 004 7.181400 1.795250 1.795450
1355303369 1.795250 002 3.590700 1.795250 1.795450
1355303381 1.795150 003 5.385850 1.795150 1.795450
1355303439 1.795350 002 3.590500 1.795150 1.795350
1355303451 1.795250 002 3.590600 1.795250 1.795350
1355303465 1.795550 003 5.386150 1.795250 1.795550
1355303479 1.795650 004 7.181800 1.795250 1.795650
1355303545 1.795450 001 1.795450 1.795450 1.795450
1355303545 1.795650 002 3.591100 1.795450 1.795650
1355303548 1.795550 003 5.386650 1.795450 1.795650
1355303554 1.795650 004 7.182300 1.795450 1.795650
1355303583 1.795850 005 8.978150 1.795450 1.795850
1355303584 1.795950 006 10.774100 1.795450 1.795950
1355303592 1.795750 007 12.569850 1.795450 1.795950
1355303592 1.795850 008 14.365700 1.795450 1.795950
1355303592 1.795950 009 16.161650 1.795450 1.795950
1355303620 1.796250 006 10.775600 1.795750 1.796250
1355303631 1.796150 007 12.571750 1.795750 1.796250
1355303657 1.796250 003 5.388650 1.796150 1.796250
1355303668 1.796350 004 7.185000 1.796150 1.796350
1355303668 1.796250 005 8.981250 1.796150 1.796350
1355303678 1.796350 006 10.777600 1.796150 1.796350
1355303695 1.796050 005 8.981250 1.796050 1.796350
1355303704 1.796250 006 10.777500 1.796050 1.796350
1355303705 1.796050 007 12.573550 1.796050 1.796350
1355303721 1.796150 007 12.573450 1.796050 1.796350
1355303726 1.796050 008 14.369500 1.796050 1.796350
1355303733 1.795950 007 12.572850 1.795950 1.796350
1355303778 1.796150 004 7.184300 1.795950 1.796150
1355303788 1.796250 003 5.388350 1.795950 1.796250
1355303802 1.796350 003 5.388750 1.796150 1.796350
1355303822 1.796250 004 7.185000 1.796150 1.796350
1355303840 1.796450 004 7.185300 1.796250 1.796450
1355303840 1.796650 005 8.981950 1.796250 1.796650
1355303866 1.796350 004 7.185700 1.796250 1.796650
1355303873 1.796550 005 8.982250 1.796250 1.796650
1355303876 1.796350 006 10.778600 1.796250 1.796650
1355303882 1.796450 006 10.778800 1.796350 1.796650
1355303883 1.796350 007 12.575150 1.796350 1.796650
1355303892 1.796250 008 14.371400 1.796250 1.796650
1355303893 1.796050 009 16.167450 1.796050 1.796650
1355303899 1.796250 010 17.963700 1.796050 1.796650
1355303957 1.795850 002 3.592100 1.795850 1.796250
1355303974 1.795950 002 3.591800 1.795850 1.795950
1355304110 1.795750 001 1.795750 1.795750 1.795750
1355304110 1.795550 002 3.591300 1.795550 1.795750
1355304176 1.795650 001 1.795650 1.795650 1.795650
1355304176 1.795550 002 3.591200 1.795550 1.795650
1355304185 1.795450 003 5.386650 1.795450 1.795650
1355304235 1.795350 004 7.182000 1.795350 1.795650
1355304268 1.795250 002 3.590600 1.795250 1.795350
1355304282 1.795450 003 5.386050 1.795250 1.795450
1355304333 1.795550 002 3.591000 1.795450 1.795550
1355304334 1.795450 003 5.386450 1.795450 1.795550
1355304350 1.795250 003 5.386250 1.795250 1.795550
1355304364 1.795350 004 7.181600 1.795250 1.795550
1355304365 1.795250 005 8.976850 1.795250 1.795550
1355304369 1.795350 006 10.772200 1.795250 1.795550
1355304379 1.795250 007 12.567450 1.795250 1.795550
1355304443 1.795150 001 1.795150 1.795150 1.795150
